Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
DRY/24-25/312029,2025-02-10 10:10:00,Dry Cleaning Solvents & Perc,CleanCare Packaging Ltd,386.21,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 07 - Jubilee Hills (Hyderabad),store_exec_mumbai
DRY/24-25/301617,2024-06-14 19:05:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,3122.68,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/305107,2024-05-06 20:48:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,404.87,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/LOG-401025,2024-07-13 15:37:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,32322.04,0.0,Inter-branch garment transit claim ref VAN-EXP-900,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/318587,2025-02-27 14:48:00,Hanger & Poly-Packaging Purchase,Seitz Specialty Chemicals India,132.19,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/301619,2024-07-16 15:56:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,603.43,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/306684,2025-03-14 15:56:00,Dry Cleaning Solvents & Perc,CleanCare Packaging Ltd,5225.41,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/316713,2024-06-02 15:25:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,518.31,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/LOG-401288,2025-03-18 18:56:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,19220.26,0.0,Inter-branch garment transit claim ref VAN-EXP-239,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/315616,2024-11-04 09:33:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1737.55,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/319936,2024-05-29 11:49:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,489.72,Routine voucher booking for commercial hotel laundry b2b,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/310400,2024-06-04 17:43:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,4964.34,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,store_exec_delhi
DRY/24-25/311030,2025-03-25 11:04:00,Eco-friendly Detergents & Softeners,Buchi Laundry Equipment Lease,336.1,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/307792,2024-08-26 10:21:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,6895.35,Routine voucher booking for premium garment care revenue,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/302513,2024-09-11 09:14:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,204.27,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/322367,2024-11-11 08:20:00,Dry Cleaning Solvents & Perc,Bharat Petroleum Fuel Corp,323.62,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 03 - Bandra West (Mumbai),store_exec_blr
DRY/24-25/302255,2024-12-16 17:06:00,Dry Cleaning Solvents & Perc,State Electricity Board,666.85,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/303958,2025-01-02 12:32:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,9031.06,Routine voucher booking for commercial hotel laundry b2b,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/318909,2024-04-10 12:39:00,Electricity & Water Tanker Costs,Bharat Petroleum Fuel Corp,2619.27,0.0,Routine voucher booking for electricity & water tanker costs,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/302504,2025-02-26 12:16:00,Hanger & Poly-Packaging Purchase,Seitz Specialty Chemicals India,80.0,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/318002,2025-03-24 14:28:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,32393.49,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/320544,2025-02-19 15:56:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,373.0,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/300177,2024-12-24 13:37:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,402.94,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/300077,2024-06-27 13:24:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,2939.97,Routine voucher booking for commercial hotel laundry b2b,Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/315667,2025-01-05 15:00:00,Dry Cleaning Solvents & Perc,Bharat Petroleum Fuel Corp,545.68,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/315158,2025-02-04 16:12:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,192.37,Routine voucher booking for premium garment care revenue,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/317507,2024-04-29 09:34:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1426.78,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/308675,2024-11-28 20:37:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,3706.93,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/305298,2024-11-22 12:42:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,315.89,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/317455,2025-01-09 11:46:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1647.07,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),store_exec_blr
DRY/24-25/304013,2025-01-19 20:32:00,Van Logistics & Fuel Reimbursements,Taj & Marriott B2B Hotel Pool,753.15,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/YE-500053,2025-03-31 22:21:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,194767.26,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/313532,2025-01-08 14:56:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,2943.07,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/317775,2024-08-02 19:01:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1957.53,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/303610,2024-12-30 09:18:00,Electricity & Water Tanker Costs,State Electricity Board,1240.33,0.0,Routine voucher booking for electricity & water tanker costs,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/306410,2025-02-05 20:54:00,Staff Salaries & Pressing Wages,Blue Dart & Local Bike Logistics,1186.5,0.0,Routine voucher booking for staff salaries & pressing wages,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/311926,2024-04-14 10:31:00,Eco-friendly Detergents & Softeners,State Electricity Board,4657.89,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/301647,2024-10-22 13:14:00,Dry Cleaning Solvents & Perc,State Electricity Board,3416.32,0.0,Routine voucher booking for dry cleaning solvents & perc,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/309559,2024-09-01 08:01:00,Hydro-Extractor Machinery Lease,Direct Walk-in Retail Clients,305.81,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 07 - Jubilee Hills (Hyderabad),store_exec_mumbai
DRY/24-25/319357,2025-03-23 08:51:00,Hydro-Extractor Machinery Lease,Commercial Property Landlord Pool,2033.38,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/311077,2024-05-31 10:53:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,559.77,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/LOG-401269,2024-08-13 13:27:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,27473.92,0.0,Inter-branch garment transit claim ref VAN-EXP-499,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/320358,2024-09-21 10:21:00,Branch Shop Rental,Commercial Property Landlord Pool,838.31,0.0,Routine voucher booking for branch shop rental,Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/300524,2024-08-24 20:31:00,Branch Shop Rental,Bharat Petroleum Fuel Corp,1507.68,0.0,Routine voucher booking for branch shop rental,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/311673,2025-02-10 16:20:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2406.14,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/308008,2024-06-10 11:39:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,2328.32,Routine voucher booking for commercial hotel laundry b2b,Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/302072,2024-12-18 11:42:00,Loss & Damage Customer Compensation,Direct Walk-in Retail Clients,34049.88,0.0,Routine voucher booking for loss & damage customer compensation,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/308115,2024-06-20 20:12:00,Dry Cleaning Solvents & Perc,Seitz Specialty Chemicals India,243.53,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/311897,2024-06-10 19:29:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,239.22,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),store_exec_blr
DRY/24-25/315328,2024-11-14 09:40:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,511.48,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/317712,2024-05-28 11:48:00,Dry Cleaning Solvents & Perc,Local Water Tanker Suppliers,2023.76,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/301385,2024-10-14 16:26:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,253.52,Routine voucher booking for commercial hotel laundry b2b,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/319838,2024-06-16 12:51:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,648.59,Routine voucher booking for commercial hotel laundry b2b,Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/300001,2025-03-13 14:03:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,306.37,Routine voucher booking for premium garment care revenue,Central Processing Hub - Noida,store_exec_delhi
DRY/24-25/315162,2024-12-24 19:50:00,Hydro-Extractor Machinery Lease,Buchi Laundry Equipment Lease,321.76,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/308434,2024-07-21 17:14:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,135.97,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/307320,2025-03-19 13:18:00,Dry Cleaning Solvents & Perc,Seitz Specialty Chemicals India,590.42,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/LOG-401027,2025-02-28 14:02:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,24587.38,0.0,Inter-branch garment transit claim ref VAN-EXP-423,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/306932,2024-04-23 13:25:00,Hydro-Extractor Machinery Lease,Blue Dart & Local Bike Logistics,1014.23,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/310777,2024-11-20 14:56:00,Eco-friendly Detergents & Softeners,Seitz Specialty Chemicals India,17764.18,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/308726,2024-10-08 09:33:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,484.43,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/322056,2024-07-08 08:30:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,695.04,Routine voucher booking for commercial hotel laundry b2b,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/308990,2024-09-04 19:49:00,Steam Boiler Diesel & LPG,Blue Dart & Local Bike Logistics,825.97,0.0,Routine voucher booking for steam boiler diesel & lpg,Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/306182,2024-12-29 10:41:00,Dry Cleaning Solvents & Perc,Buchi Laundry Equipment Lease,310.12,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/320912,2024-12-01 17:51:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,307.19,Routine voucher booking for commercial hotel laundry b2b,Branch 03 - Bandra West (Mumbai),store_exec_mumbai
DRY/24-25/311667,2024-11-29 17:37:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,16731.17,Routine voucher booking for premium garment care revenue,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/313687,2024-06-15 10:01:00,Electricity & Water Tanker Costs,Direct Walk-in Retail Clients,4079.45,0.0,Routine voucher booking for electricity & water tanker costs,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/307162,2025-01-10 08:42:00,Dry Cleaning Solvents & Perc,Local Water Tanker Suppliers,1277.44,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/308605,2024-04-06 08:21:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,2449.97,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/308412,2025-02-02 19:13:00,Eco-friendly Detergents & Softeners,Commercial Property Landlord Pool,80.0,0.0,Routine voucher booking for eco-friendly detergents & softeners,Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/305259,2024-06-15 17:54:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,718.51,Routine voucher booking for commercial hotel laundry b2b,Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/301145,2024-12-23 17:53:00,Electricity & Water Tanker Costs,Taj & Marriott B2B Hotel Pool,15510.04,0.0,Routine voucher booking for electricity & water tanker costs,Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/304826,2024-08-24 13:27:00,Electricity & Water Tanker Costs,Direct Walk-in Retail Clients,234.72,0.0,Routine voucher booking for electricity & water tanker costs,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/LOG-401959,2025-01-27 15:21:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,37891.35,0.0,Inter-branch garment transit claim ref VAN-EXP-392,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/304787,2024-10-09 18:37:00,Staff Salaries & Pressing Wages,Buchi Laundry Equipment Lease,1207.47,0.0,Routine voucher booking for staff salaries & pressing wages,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/LOG-400743,2024-07-18 11:58:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,22166.61,0.0,Inter-branch garment transit claim ref VAN-EXP-729,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/314014,2025-01-08 16:44:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2788.8,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/313323,2024-04-26 09:05:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,682.32,Routine voucher booking for premium garment care revenue,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/300131,2024-07-11 19:01:00,Dry Cleaning Solvents & Perc,Direct Walk-in Retail Clients,697.24,0.0,Routine voucher booking for dry cleaning solvents & perc,Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/318040,2024-10-20 19:13:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1459.67,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/320079,2025-02-11 13:24:00,Steam Boiler Diesel & LPG,Bharat Petroleum Fuel Corp,329.42,0.0,Routine voucher booking for steam boiler diesel & lpg,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/306648,2025-01-22 14:04:00,Dry Cleaning Solvents & Perc,Seitz Specialty Chemicals India,1148.12,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/305866,2024-04-17 10:20:00,Eco-friendly Detergents & Softeners,Direct Walk-in Retail Clients,2960.98,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/305001,2024-05-14 12:33:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1251.31,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/314319,2025-02-26 15:53:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1575.39,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/301480,2025-01-09 09:50:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1349.01,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/LOG-400053,2024-07-08 17:26:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,26005.71,0.0,Inter-branch garment transit claim ref VAN-EXP-311,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/320794,2024-10-25 14:29:00,Dry Cleaning Solvents & Perc,Local Water Tanker Suppliers,6855.46,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/306281,2025-01-05 11:44:00,Electricity & Water Tanker Costs,Seitz Specialty Chemicals India,1212.25,0.0,Routine voucher booking for electricity & water tanker costs,Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/313766,2024-09-18 09:26:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,203.19,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/305062,2024-12-07 20:12:00,Eco-friendly Detergents & Softeners,Diversey Hygiene Supplies,851.85,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/316142,2025-01-27 08:26:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1686.88,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/317420,2024-08-17 19:48:00,Eco-friendly Detergents & Softeners,State Electricity Board,822.97,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/315655,2024-09-17 08:04:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,257.65,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),cfo_kapoor
DRY/24-25/301599,2024-08-23 14:34:00,Loss & Damage Customer Compensation,Commercial Property Landlord Pool,1405.11,0.0,Routine voucher booking for loss & damage customer compensation,Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/315705,2024-11-18 19:38:00,Hydro-Extractor Machinery Lease,Blue Dart & Local Bike Logistics,511.49,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/LOG-401417,2024-12-12 13:49:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,18815.38,0.0,Inter-branch garment transit claim ref VAN-EXP-874,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/311693,2024-04-17 16:35:00,Branch Shop Rental,Blue Dart & Local Bike Logistics,836.68,0.0,Routine voucher booking for branch shop rental,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/304001,2024-05-04 18:08:00,Van Logistics & Fuel Reimbursements,Commercial Property Landlord Pool,80.0,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/302846,2024-11-06 12:48:00,Dry Cleaning Solvents & Perc,CleanCare Packaging Ltd,218.93,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 02 - South Extension (Delhi),store_exec_blr
DRY/24-25/YE-500769,2025-03-21 21:52:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,88136.6,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/314771,2024-07-05 17:43:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,609.8,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/308731,2024-08-16 12:12:00,Hanger & Poly-Packaging Purchase,Blue Dart & Local Bike Logistics,538.17,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/YE-500742,2025-03-15 19:03:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,183704.77,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/319141,2024-08-07 15:18:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,682.6,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),store_exec_blr
DRY/24-25/310204,2024-05-21 15:20:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1912.35,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/305611,2024-11-10 16:05:00,Eco-friendly Detergents & Softeners,Seitz Specialty Chemicals India,755.4,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/312880,2024-12-26 17:29:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,642.17,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/303386,2024-05-13 17:42:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1391.3,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/LOG-400301,2024-10-03 15:48:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,16999.68,0.0,Inter-branch garment transit claim ref VAN-EXP-950,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/309767,2025-02-08 16:23:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1316.71,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/306045,2024-04-02 14:38:00,Hydro-Extractor Machinery Lease,Diversey Hygiene Supplies,2605.77,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/320366,2025-03-24 11:08:00,Hydro-Extractor Machinery Lease,Commercial Property Landlord Pool,857.09,0.0,Routine voucher booking for hydro-extractor machinery lease,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/306033,2024-04-24 09:57:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,2521.47,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/LOG-400220,2024-11-30 11:17:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,24752.33,0.0,Inter-branch garment transit claim ref VAN-EXP-226,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/LOG-400612,2024-09-22 15:44:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,23724.49,0.0,Inter-branch garment transit claim ref VAN-EXP-695,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/308278,2024-08-12 19:42:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,901.95,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/300125,2025-03-17 18:07:00,Dry Cleaning Solvents & Perc,Taj & Marriott B2B Hotel Pool,2522.57,0.0,Routine voucher booking for dry cleaning solvents & perc,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/LOG-400189,2024-07-08 15:36:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,26423.7,0.0,Inter-branch garment transit claim ref VAN-EXP-254,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/321062,2024-11-27 14:34:00,Dry Cleaning Solvents & Perc,Diversey Hygiene Supplies,450.2,0.0,Routine voucher booking for dry cleaning solvents & perc,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/301862,2024-12-05 19:32:00,Eco-friendly Detergents & Softeners,CleanCare Packaging Ltd,1656.78,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/LOG-400294,2024-07-16 14:59:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,16685.3,0.0,Inter-branch garment transit claim ref VAN-EXP-857,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/303007,2024-05-24 14:04:00,Hydro-Extractor Machinery Lease,Seitz Specialty Chemicals India,511.33,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 01 - Connaught Place (Delhi),central_accts_ananya
