Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
RET/24-25/105559,2024-06-20 14:40:00,POS Cash Sales,UPI / Card Swipes,0.0,3668.91,Being pos cash sales recorded for UPI / Card Swipes,Back Office,cashier_rahul
RET/24-25/SUN-301865,2025-02-02 23:05:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4494.09,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/107860,2025-03-08 10:50:00,Petty Cash Expenses,Shree Ganesh Packaging,19350.08,0.0,Being petty cash expenses recorded for Shree Ganesh Packaging,Retail Counter 2,cashier_amit
RET/24-25/111027,2025-01-23 20:00:00,Vendor Purchase - Staples,Cashier Petty Cash Pool,212.33,0.0,Being vendor purchase - staples recorded for Cashier Petty Cash Pool,Retail Counter 2,cashier_priya
RET/24-25/104700,2025-01-31 18:00:00,UPI / Card Collections,Walk-in Customer,0.0,368.44,Being upi / card collections recorded for Walk-in Customer,Dairy Section,cashier_amit
RET/24-25/102233,2024-04-06 12:40:00,UPI / Card Collections,Walk-in Customer,0.0,4274.3,Being upi / card collections recorded for Walk-in Customer,Back Office,cashier_priya
RET/24-25/RND-201872,2024-04-25 11:15:00,Petty Cash Expenses,Daily Fresh Veggies Co.,5000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/117560,2025-02-25 10:49:00,Vendor Purchase - FMCG,Rapid Logistics Services,11535.9,0.0,Being vendor purchase - fmcg recorded for Rapid Logistics Services,Grocery Section,store_mgr_sharma
RET/24-25/116160,2024-12-11 19:29:00,UPI / Card Collections,Walk-in Customer,0.0,847.39,Being upi / card collections recorded for Walk-in Customer,Express Checkout,cashier_rahul
RET/24-25/115092,2024-06-18 12:33:00,UPI / Card Collections,Walk-in Customer,0.0,6297.51,Being upi / card collections recorded for Walk-in Customer,Dairy Section,cashier_amit
RET/24-25/111926,2024-04-02 10:53:00,Freight & Local Cartage,City Bright Electricals,31947.1,0.0,Being freight & local cartage recorded for City Bright Electricals,Back Office,cashier_rahul
RET/24-25/RND-201953,2025-03-26 12:52:00,Shop Rent & Maintenance,Daily Fresh Veggies Co.,15000.0,0.0,Urgent cash settlement round voucher - Shop Rent & Maintenance,Back Office,cashier_amit
RET/24-25/109215,2024-07-09 21:11:00,POS Cash Sales,UPI / Card Swipes,0.0,6392.77,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 1,store_mgr_sharma
RET/24-25/123342,2025-01-15 10:38:00,POS Cash Sales,Walk-in Customer,0.0,4529.51,Being pos cash sales recorded for Walk-in Customer,Back Office,store_mgr_sharma
RET/24-25/SUN-301867,2024-05-05 22:12:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4657.24,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/122137,2024-11-07 19:13:00,UPI / Card Collections,Walk-in Customer,0.0,4357.03,Being upi / card collections recorded for Walk-in Customer,Express Checkout,accountant_verma
RET/24-25/120625,2025-02-07 14:42:00,Vendor Purchase - FMCG,Daily Fresh Veggies Co.,2292.03,0.0,Being vendor purchase - fmcg recorded for Daily Fresh Veggies Co.,Grocery Section,cashier_rahul
RET/24-25/105424,2024-11-05 09:50:00,POS Cash Sales,Walk-in Customer,0.0,1063.29,Being pos cash sales recorded for Walk-in Customer,Express Checkout,store_mgr_sharma
RET/24-25/113265,2024-05-10 10:23:00,POS Cash Sales,Walk-in Customer,0.0,5791.29,Being pos cash sales recorded for Walk-in Customer,Dairy Section,cashier_rahul
RET/24-25/119785,2025-01-30 09:51:00,UPI / Card Collections,Walk-in Customer,0.0,25235.3,Being upi / card collections recorded for Walk-in Customer,Express Checkout,store_mgr_sharma
RET/24-25/115567,2025-02-02 10:32:00,UPI / Card Collections,Walk-in Customer,0.0,9000.12,Being upi / card collections recorded for Walk-in Customer,Express Checkout,cashier_rahul
RET/24-25/112501,2024-09-11 13:51:00,POS Cash Sales,Walk-in Customer,0.0,356.62,Being pos cash sales recorded for Walk-in Customer,Back Office,cashier_amit
RET/24-25/107492,2024-10-08 20:09:00,Electricity & Utilities,Shree Ganesh Packaging,611.91,0.0,Being electricity & utilities recorded for Shree Ganesh Packaging,Dairy Section,store_mgr_sharma
RET/24-25/124903,2025-02-21 09:35:00,UPI / Card Collections,Walk-in Customer,0.0,1987.06,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/108995,2024-08-01 13:51:00,UPI / Card Collections,Walk-in Customer,0.0,1528.62,Being upi / card collections recorded for Walk-in Customer,Dairy Section,accountant_verma
RET/24-25/101550,2024-12-22 14:14:00,Vendor Purchase - FMCG,Rapid Logistics Services,1175.91,0.0,Being vendor purchase - fmcg recorded for Rapid Logistics Services,Dairy Section,accountant_verma
RET/24-25/117393,2024-07-22 20:04:00,Security & Housekeeping,Anand Stationary,571.93,0.0,Being security & housekeeping recorded for Anand Stationary,Store Godown,cashier_rahul
RET/24-25/114842,2024-10-13 10:26:00,POS Cash Sales,Walk-in Customer,0.0,8090.54,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,cashier_priya
RET/24-25/110929,2024-06-22 12:31:00,UPI / Card Collections,UPI / Card Swipes,0.0,1020.87,Being upi / card collections recorded for UPI / Card Swipes,Store Godown,accountant_verma
RET/24-25/123925,2024-10-13 10:49:00,Shop Rent & Maintenance,Anand Stationary,665.69,0.0,Being shop rent & maintenance recorded for Anand Stationary,Retail Counter 1,store_mgr_sharma
RET/24-25/105095,2024-05-13 10:01:00,Packaging Materials,Amul Dairy Dist.,854.32,0.0,Being packaging materials recorded for Amul Dairy Dist.,Store Godown,accountant_verma
RET/24-25/117032,2024-05-25 21:12:00,POS Cash Sales,Walk-in Customer,0.0,1309.27,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,accountant_verma
RET/24-25/103243,2024-05-24 11:48:00,Petty Cash Expenses,Parle & Britannia Agency,5304.69,0.0,Being petty cash expenses recorded for Parle & Britannia Agency,Retail Counter 1,cashier_rahul
RET/24-25/111054,2024-08-30 12:53:00,Vendor Purchase - Staples,Hindustan Consumer Supplies,3922.13,0.0,Being vendor purchase - staples recorded for Hindustan Consumer Supplies,Retail Counter 1,accountant_verma
RET/24-25/100727,2024-09-29 19:51:00,POS Cash Sales,UPI / Card Swipes,0.0,2104.55,Being pos cash sales recorded for UPI / Card Swipes,Express Checkout,cashier_rahul
RET/24-25/116125,2025-03-23 15:19:00,Vendor Purchase - Staples,City Bright Electricals,1369.75,0.0,Being vendor purchase - staples recorded for City Bright Electricals,Express Checkout,cashier_rahul
RET/24-25/114591,2025-02-03 09:50:00,UPI / Card Collections,UPI / Card Swipes,0.0,567.65,Being upi / card collections recorded for UPI / Card Swipes,Dairy Section,store_mgr_sharma
RET/24-25/109133,2024-12-20 12:10:00,POS Cash Sales,UPI / Card Swipes,0.0,1912.34,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 1,accountant_verma
RET/24-25/108169,2024-06-15 20:38:00,POS Cash Sales,Walk-in Customer,0.0,1155.55,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_amit
RET/24-25/100331,2025-02-23 11:37:00,Freight & Local Cartage,Parle & Britannia Agency,417.2,0.0,Being freight & local cartage recorded for Parle & Britannia Agency,Retail Counter 2,accountant_verma
RET/24-25/107027,2024-07-31 14:51:00,UPI / Card Collections,Walk-in Customer,0.0,309.38,Being upi / card collections recorded for Walk-in Customer,Store Godown,cashier_priya
RET/24-25/113809,2024-06-05 21:57:00,POS Cash Sales,UPI / Card Swipes,0.0,4641.16,Being pos cash sales recorded for UPI / Card Swipes,Express Checkout,cashier_rahul
RET/24-25/100211,2024-08-07 21:11:00,POS Cash Sales,Walk-in Customer,0.0,5861.94,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,cashier_rahul
RET/24-25/SUN-300779,2025-01-19 22:16:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4586.3,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/102263,2024-04-14 12:56:00,Vendor Purchase - FMCG,Sundry Creditors Pool,332.83,0.0,Being vendor purchase - fmcg recorded for Sundry Creditors Pool,Retail Counter 2,cashier_amit
RET/24-25/106343,2025-03-06 11:28:00,UPI / Card Collections,Walk-in Customer,0.0,1080.73,Being upi / card collections recorded for Walk-in Customer,Express Checkout,store_mgr_sharma
RET/24-25/SUN-300207,2024-08-25 22:32:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4514.98,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/118165,2024-04-24 18:40:00,UPI / Card Collections,Walk-in Customer,0.0,3872.33,Being upi / card collections recorded for Walk-in Customer,Store Godown,cashier_priya
RET/24-25/111367,2024-09-22 12:46:00,Vendor Purchase - Staples,Parle & Britannia Agency,12506.1,0.0,Being vendor purchase - staples recorded for Parle & Britannia Agency,Store Godown,accountant_verma
RET/24-25/103543,2024-10-08 20:12:00,POS Cash Sales,Walk-in Customer,0.0,330.11,Being pos cash sales recorded for Walk-in Customer,Dairy Section,cashier_rahul
RET/24-25/101438,2024-07-29 14:19:00,POS Cash Sales,UPI / Card Swipes,0.0,2535.81,Being pos cash sales recorded for UPI / Card Swipes,Dairy Section,cashier_priya
RET/24-25/110707,2024-07-23 14:44:00,Shop Rent & Maintenance,SafeGuard Security Agency,419.06,0.0,Being shop rent & maintenance recorded for SafeGuard Security Agency,Back Office,store_mgr_sharma
RET/24-25/119252,2025-02-04 15:31:00,UPI / Card Collections,Walk-in Customer,0.0,686.64,Being upi / card collections recorded for Walk-in Customer,Grocery Section,cashier_priya
RET/24-25/116251,2025-03-28 11:08:00,POS Cash Sales,UPI / Card Swipes,0.0,68.84,Being pos cash sales recorded for UPI / Card Swipes,Store Godown,accountant_verma
RET/24-25/118818,2024-07-01 11:51:00,Marketing & Promo Discounts,Anand Stationary,863.44,0.0,Being marketing & promo discounts recorded for Anand Stationary,Retail Counter 1,cashier_priya
RET/24-25/124871,2024-07-07 17:22:00,POS Cash Sales,Walk-in Customer,0.0,1248.62,Being pos cash sales recorded for Walk-in Customer,Grocery Section,cashier_rahul
RET/24-25/104792,2024-06-14 13:39:00,UPI / Card Collections,Walk-in Customer,0.0,1153.97,Being upi / card collections recorded for Walk-in Customer,Dairy Section,cashier_priya
RET/24-25/109420,2025-02-01 09:37:00,Customer Sales Returns & Refunds,UPI / Card Swipes,0.0,1958.22,Being customer sales returns & refunds recorded for UPI / Card Swipes,Express Checkout,cashier_amit
RET/24-25/RND-201104,2024-11-27 12:21:00,Staff Welfare & Tea,Daily Fresh Veggies Co.,75000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/124408,2024-06-19 17:24:00,Vendor Purchase - FMCG,SafeGuard Security Agency,1329.47,0.0,Being vendor purchase - fmcg recorded for SafeGuard Security Agency,Dairy Section,accountant_verma
RET/24-25/SUN-300527,2025-02-23 23:24:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4297.51,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/106475,2024-11-05 19:41:00,Petty Cash Expenses,SafeGuard Security Agency,2983.22,0.0,Being petty cash expenses recorded for SafeGuard Security Agency,Grocery Section,cashier_amit
RET/24-25/109506,2025-03-09 20:37:00,POS Cash Sales,UPI / Card Swipes,0.0,1144.44,Being pos cash sales recorded for UPI / Card Swipes,Grocery Section,cashier_priya
RET/24-25/118802,2024-07-12 14:06:00,POS Cash Sales,UPI / Card Swipes,0.0,270.17,Being pos cash sales recorded for UPI / Card Swipes,Store Godown,accountant_verma
RET/24-25/100920,2024-11-11 20:12:00,POS Cash Sales,Walk-in Customer,0.0,5408.47,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_priya
RET/24-25/112171,2024-07-23 15:22:00,Packaging Materials,QuickMart Distributor,2169.19,0.0,Being packaging materials recorded for QuickMart Distributor,Store Godown,cashier_rahul
RET/24-25/116396,2024-09-08 16:18:00,UPI / Card Collections,Walk-in Customer,0.0,180.06,Being upi / card collections recorded for Walk-in Customer,Store Godown,store_mgr_sharma
RET/24-25/104868,2024-09-26 21:36:00,UPI / Card Collections,Walk-in Customer,0.0,1621.35,Being upi / card collections recorded for Walk-in Customer,Back Office,cashier_amit
RET/24-25/100818,2024-05-26 09:12:00,UPI / Card Collections,UPI / Card Swipes,0.0,1490.65,Being upi / card collections recorded for UPI / Card Swipes,Back Office,store_mgr_sharma
RET/24-25/115872,2024-04-03 18:36:00,POS Cash Sales,Walk-in Customer,0.0,756.35,Being pos cash sales recorded for Walk-in Customer,Retail Counter 1,accountant_verma
RET/24-25/110976,2024-07-06 17:40:00,Customer Sales Returns & Refunds,UPI / Card Swipes,0.0,3562.54,Being customer sales returns & refunds recorded for UPI / Card Swipes,Back Office,cashier_amit
RET/24-25/109896,2024-11-15 15:36:00,Vendor Purchase - FMCG,Amul Dairy Dist.,752.61,0.0,Being vendor purchase - fmcg recorded for Amul Dairy Dist.,Retail Counter 1,cashier_priya
RET/24-25/100453,2024-05-14 21:39:00,POS Cash Sales,Walk-in Customer,0.0,2579.27,Being pos cash sales recorded for Walk-in Customer,Back Office,cashier_rahul
RET/24-25/109241,2024-04-29 11:07:00,Electricity & Utilities,Daily Fresh Veggies Co.,1230.24,0.0,Being electricity & utilities recorded for Daily Fresh Veggies Co.,Back Office,store_mgr_sharma
RET/24-25/119359,2024-12-24 19:32:00,Vendor Purchase - FMCG,QuickMart Distributor,1350.88,0.0,Being vendor purchase - fmcg recorded for QuickMart Distributor,Express Checkout,accountant_verma
RET/24-25/109848,2025-02-08 21:12:00,POS Cash Sales,Walk-in Customer,0.0,456.4,Being pos cash sales recorded for Walk-in Customer,Back Office,cashier_priya
RET/24-25/103457,2024-07-05 15:05:00,Vendor Purchase - Staples,Metro Cash & Carry,821.23,0.0,Being vendor purchase - staples recorded for Metro Cash & Carry,Back Office,cashier_amit
RET/24-25/RND-200834,2025-03-18 13:31:00,Petty Cash Expenses,Daily Fresh Veggies Co.,50000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/RND-201935,2024-11-07 11:17:00,Petty Cash Expenses,Anand Stationary,25000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/SUN-300708,2024-10-20 23:27:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4335.75,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/SUN-300066,2024-09-01 23:05:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4451.92,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/SUN-300343,2024-07-28 22:42:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4483.29,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/100940,2024-05-24 11:50:00,POS Cash Sales,Walk-in Customer,0.0,253.56,Being pos cash sales recorded for Walk-in Customer,Dairy Section,cashier_amit
RET/24-25/102739,2024-08-13 19:22:00,UPI / Card Collections,UPI / Card Swipes,0.0,4065.0,Being upi / card collections recorded for UPI / Card Swipes,Retail Counter 2,cashier_priya
RET/24-25/111796,2024-06-14 21:35:00,UPI / Card Collections,Walk-in Customer,0.0,118.38,Being upi / card collections recorded for Walk-in Customer,Retail Counter 1,cashier_priya
RET/24-25/104196,2024-11-14 15:42:00,POS Cash Sales,Walk-in Customer,0.0,5577.47,Being pos cash sales recorded for Walk-in Customer,Back Office,cashier_rahul
RET/24-25/123984,2024-07-09 16:35:00,Shop Rent & Maintenance,Metro Cash & Carry,227.83,0.0,Being shop rent & maintenance recorded for Metro Cash & Carry,Retail Counter 1,cashier_amit
RET/24-25/123957,2024-08-09 19:51:00,UPI / Card Collections,Walk-in Customer,0.0,294.36,Being upi / card collections recorded for Walk-in Customer,Dairy Section,cashier_amit
RET/24-25/SUN-301402,2025-03-02 23:45:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4592.26,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/104071,2024-07-22 09:00:00,UPI / Card Collections,Walk-in Customer,0.0,535.85,Being upi / card collections recorded for Walk-in Customer,Back Office,store_mgr_sharma
RET/24-25/117784,2024-05-07 09:39:00,Vendor Purchase - FMCG,Shree Ganesh Packaging,811.58,0.0,Being vendor purchase - fmcg recorded for Shree Ganesh Packaging,Grocery Section,cashier_amit
RET/24-25/RND-200521,2024-04-11 17:34:00,Shop Rent & Maintenance,Cashier Petty Cash Pool,25000.0,0.0,Urgent cash settlement round voucher - Shop Rent & Maintenance,Back Office,cashier_amit
RET/24-25/108222,2025-01-01 19:27:00,Security & Housekeeping,Rapid Logistics Services,2718.98,0.0,Being security & housekeeping recorded for Rapid Logistics Services,Express Checkout,accountant_verma
RET/24-25/108123,2024-06-30 11:29:00,Security & Housekeeping,Sundry Creditors Pool,1315.32,0.0,Being security & housekeeping recorded for Sundry Creditors Pool,Express Checkout,cashier_priya
RET/24-25/106363,2024-10-31 21:45:00,POS Cash Sales,Walk-in Customer,0.0,3255.74,Being pos cash sales recorded for Walk-in Customer,Retail Counter 1,store_mgr_sharma
RET/24-25/114450,2025-03-12 19:09:00,POS Cash Sales,Walk-in Customer,0.0,1076.44,Being pos cash sales recorded for Walk-in Customer,Grocery Section,accountant_verma
RET/24-25/105796,2024-09-26 19:18:00,Vendor Purchase - FMCG,Parle & Britannia Agency,75191.18,0.0,Being vendor purchase - fmcg recorded for Parle & Britannia Agency,Back Office,cashier_priya
RET/24-25/103677,2024-08-25 19:45:00,Petty Cash Expenses,Shree Ganesh Packaging,1101.78,0.0,Being petty cash expenses recorded for Shree Ganesh Packaging,Express Checkout,store_mgr_sharma
RET/24-25/108864,2025-02-25 15:55:00,UPI / Card Collections,UPI / Card Swipes,0.0,2472.06,Being upi / card collections recorded for UPI / Card Swipes,Back Office,store_mgr_sharma
RET/24-25/SUN-300006,2024-09-29 22:37:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4532.99,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/120776,2025-03-18 19:48:00,Vendor Purchase - Staples,Rapid Logistics Services,1595.12,0.0,Being vendor purchase - staples recorded for Rapid Logistics Services,Dairy Section,accountant_verma
RET/24-25/RND-202169,2024-08-13 13:08:00,Marketing & Promo Discounts,Daily Fresh Veggies Co.,10000.0,0.0,Urgent cash settlement round voucher - Marketing & Promo Discounts,Back Office,cashier_amit
RET/24-25/105188,2025-02-20 11:10:00,Vendor Purchase - FMCG,Parle & Britannia Agency,406.11,0.0,Being vendor purchase - fmcg recorded for Parle & Britannia Agency,Store Godown,cashier_rahul
RET/24-25/123152,2024-08-04 09:28:00,POS Cash Sales,UPI / Card Swipes,0.0,393.18,Being pos cash sales recorded for UPI / Card Swipes,Store Godown,cashier_amit
RET/24-25/117492,2024-04-04 17:57:00,POS Cash Sales,UPI / Card Swipes,0.0,2201.23,Being pos cash sales recorded for UPI / Card Swipes,Grocery Section,cashier_rahul
RET/24-25/116776,2024-05-21 21:23:00,Vendor Purchase - Staples,SafeGuard Security Agency,2569.9,0.0,Being vendor purchase - staples recorded for SafeGuard Security Agency,Back Office,store_mgr_sharma
RET/24-25/110308,2024-04-28 19:09:00,POS Cash Sales,Walk-in Customer,0.0,1095.43,Being pos cash sales recorded for Walk-in Customer,Grocery Section,accountant_verma
RET/24-25/119613,2024-11-17 21:33:00,POS Cash Sales,UPI / Card Swipes,0.0,2318.68,Being pos cash sales recorded for UPI / Card Swipes,Dairy Section,cashier_priya
RET/24-25/102262,2025-01-31 15:34:00,POS Cash Sales,Walk-in Customer,0.0,6677.62,Being pos cash sales recorded for Walk-in Customer,Back Office,accountant_verma
RET/24-25/124657,2024-07-27 20:27:00,Staff Welfare & Tea,Sundry Creditors Pool,3271.99,0.0,Being staff welfare & tea recorded for Sundry Creditors Pool,Back Office,store_mgr_sharma
RET/24-25/122135,2025-02-04 13:33:00,Customer Sales Returns & Refunds,Walk-in Customer,0.0,576.66,Being customer sales returns & refunds recorded for Walk-in Customer,Back Office,cashier_amit
RET/24-25/124549,2024-12-20 13:27:00,POS Cash Sales,UPI / Card Swipes,0.0,1722.74,Being pos cash sales recorded for UPI / Card Swipes,Back Office,cashier_rahul
RET/24-25/120710,2025-02-22 13:41:00,POS Cash Sales,Walk-in Customer,0.0,56.04,Being pos cash sales recorded for Walk-in Customer,Back Office,cashier_priya
RET/24-25/123529,2024-08-26 14:03:00,POS Cash Sales,UPI / Card Swipes,0.0,289.76,Being pos cash sales recorded for UPI / Card Swipes,Express Checkout,accountant_verma
RET/24-25/113186,2024-10-17 10:03:00,Customer Sales Returns & Refunds,UPI / Card Swipes,0.0,450.24,Being customer sales returns & refunds recorded for UPI / Card Swipes,Grocery Section,accountant_verma
RET/24-25/101779,2024-04-23 11:12:00,UPI / Card Collections,UPI / Card Swipes,0.0,544.49,Being upi / card collections recorded for UPI / Card Swipes,Express Checkout,accountant_verma
RET/24-25/102553,2024-07-17 20:20:00,POS Cash Sales,Walk-in Customer,0.0,2222.75,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/SUN-301959,2024-12-15 23:33:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4646.55,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/102686,2024-08-19 09:19:00,UPI / Card Collections,UPI / Card Swipes,0.0,2465.25,Being upi / card collections recorded for UPI / Card Swipes,Dairy Section,cashier_priya
RET/24-25/101040,2024-07-16 18:43:00,UPI / Card Collections,Walk-in Customer,0.0,11957.4,Being upi / card collections recorded for Walk-in Customer,Retail Counter 1,cashier_priya
RET/24-25/SUN-300168,2024-09-01 22:51:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4684.13,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/117947,2024-12-04 16:36:00,POS Cash Sales,Walk-in Customer,0.0,764.92,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_rahul
RET/24-25/116939,2024-05-22 19:30:00,UPI / Card Collections,Walk-in Customer,0.0,877.76,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_rahul
RET/24-25/103071,2025-02-14 19:26:00,Vendor Purchase - Staples,SafeGuard Security Agency,12249.85,0.0,Being vendor purchase - staples recorded for SafeGuard Security Agency,Store Godown,store_mgr_sharma
RET/24-25/107529,2024-10-24 20:19:00,Petty Cash Expenses,Shree Ganesh Packaging,93.29,0.0,Being petty cash expenses recorded for Shree Ganesh Packaging,Store Godown,cashier_rahul
RET/24-25/RND-201764,2024-06-19 18:07:00,Staff Welfare & Tea,Daily Fresh Veggies Co.,50000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/117812,2025-01-07 13:17:00,POS Cash Sales,Walk-in Customer,0.0,790.4,Being pos cash sales recorded for Walk-in Customer,Retail Counter 1,cashier_rahul
RET/24-25/107766,2024-08-15 20:14:00,UPI / Card Collections,UPI / Card Swipes,0.0,39279.96,Being upi / card collections recorded for UPI / Card Swipes,Store Godown,accountant_verma
RET/24-25/111045,2024-08-23 17:41:00,POS Cash Sales,Walk-in Customer,0.0,4093.84,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_priya
RET/24-25/117800,2025-02-13 16:39:00,Vendor Purchase - Staples,Cashier Petty Cash Pool,6120.5,0.0,Being vendor purchase - staples recorded for Cashier Petty Cash Pool,Store Godown,cashier_rahul
RET/24-25/SUN-301839,2025-01-19 23:10:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4826.74,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/115682,2024-07-14 20:28:00,POS Cash Sales,Walk-in Customer,0.0,3249.18,Being pos cash sales recorded for Walk-in Customer,Grocery Section,accountant_verma
RET/24-25/RND-200685,2024-12-13 14:33:00,Petty Cash Expenses,Cashier Petty Cash Pool,75000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/115663,2025-01-27 15:15:00,UPI / Card Collections,Walk-in Customer,0.0,1558.59,Being upi / card collections recorded for Walk-in Customer,Store Godown,store_mgr_sharma
RET/24-25/115128,2024-11-01 18:03:00,POS Cash Sales,Walk-in Customer,0.0,956.57,Being pos cash sales recorded for Walk-in Customer,Grocery Section,cashier_amit
RET/24-25/125450,2025-03-01 18:23:00,POS Cash Sales,Walk-in Customer,0.0,291.01,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_rahul
RET/24-25/107961,2024-08-17 12:21:00,UPI / Card Collections,Walk-in Customer,0.0,11250.94,Being upi / card collections recorded for Walk-in Customer,Store Godown,cashier_amit
RET/24-25/107399,2025-02-06 09:21:00,Shop Rent & Maintenance,Anand Stationary,7904.48,0.0,Being shop rent & maintenance recorded for Anand Stationary,Retail Counter 1,accountant_verma
RET/24-25/SUN-300926,2025-01-12 22:23:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4608.06,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/RND-200129,2024-11-23 13:37:00,Shop Rent & Maintenance,Anand Stationary,20000.0,0.0,Urgent cash settlement round voucher - Shop Rent & Maintenance,Back Office,cashier_amit
RET/24-25/RND-200202,2024-04-08 10:26:00,Petty Cash Expenses,Daily Fresh Veggies Co.,50000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/121060,2024-12-01 09:34:00,UPI / Card Collections,UPI / Card Swipes,0.0,14387.09,Being upi / card collections recorded for UPI / Card Swipes,Back Office,cashier_priya
RET/24-25/110303,2024-10-30 15:37:00,Petty Cash Expenses,Daily Fresh Veggies Co.,381.92,0.0,Being petty cash expenses recorded for Daily Fresh Veggies Co.,Dairy Section,accountant_verma
RET/24-25/SUN-300924,2024-05-05 23:30:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4434.14,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/105839,2024-12-02 18:15:00,UPI / Card Collections,UPI / Card Swipes,0.0,621.0,Being upi / card collections recorded for UPI / Card Swipes,Express Checkout,store_mgr_sharma
RET/24-25/102024,2024-06-03 15:09:00,Vendor Purchase - FMCG,Parle & Britannia Agency,50.0,0.0,Being vendor purchase - fmcg recorded for Parle & Britannia Agency,Retail Counter 2,cashier_priya
RET/24-25/RND-202287,2024-12-03 12:44:00,Shop Rent & Maintenance,Daily Fresh Veggies Co.,25000.0,0.0,Urgent cash settlement round voucher - Shop Rent & Maintenance,Back Office,cashier_amit
RET/24-25/124353,2024-06-12 11:30:00,Vendor Purchase - Staples,Amul Dairy Dist.,1564.33,0.0,Being vendor purchase - staples recorded for Amul Dairy Dist.,Retail Counter 2,store_mgr_sharma
RET/24-25/109019,2025-03-04 09:49:00,POS Cash Sales,UPI / Card Swipes,0.0,3183.2,Being pos cash sales recorded for UPI / Card Swipes,Store Godown,cashier_priya
RET/24-25/110894,2024-07-13 17:00:00,UPI / Card Collections,Walk-in Customer,0.0,865.33,Being upi / card collections recorded for Walk-in Customer,Grocery Section,store_mgr_sharma
RET/24-25/117397,2024-04-22 16:39:00,POS Cash Sales,Walk-in Customer,0.0,518.76,Being pos cash sales recorded for Walk-in Customer,Grocery Section,cashier_priya
RET/24-25/114831,2025-03-11 17:11:00,POS Cash Sales,UPI / Card Swipes,0.0,564.79,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 2,store_mgr_sharma
